,Transaction_ID,Timestamp,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator,Date,Day,Hour
1,2,2023-01-07 14:55:00,Car,FTG-002-XYZ-451,B-102,Regular,Small,120,100,"13.059816123454882, 77.77068662374292",78,KA66CD5678,1,2023-01-07,7,14
207,208,2023-01-07 14:55:00,Van,FTG-211-UVW-877,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",90,KA11CD6589,1,2023-01-07,7,14
380,381,2023-01-07 14:55:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",56,KA05EF9012,0,2023-01-07,7,14
118,119,2023-01-07 14:55:00,SUV,FTG-119-FRD-338,B-102,Express,Large,180,120,"13.059816123454882, 77.77068662374292",44,KA02YZ5678,1,2023-01-07,7,14
2090,2091,2023-01-07 15:30:00,Van,FTG-927-WXY-890,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",56,AP21ST7890,0,2023-01-07,7,15
2756,2757,2023-01-07 17:33:00,Van,FTG-257-PLN-119,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",47,KA88ST9900,0,2023-01-07,7,17
4502,4503,2023-01-07 20:06:00,Bus ,FTG-492-BVC-654,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",66,AP23KL4567,0,2023-01-07,7,20
1879,1880,2023-01-07 21:40:00,Truck,FTG-956-STU-890,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",52,KA67IJ9112,0,2023-01-07,7,21
4244,4245,2023-01-07 23:57:00,Car,FTG-048-FGH-888,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",54,KA01GH4267,0,2023-01-07,7,23
3591,3592,2023-01-08 00:00:00,SUV,FTG-945-DCF-765,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",76,KA89EF5678,0,2023-01-08,8,0
3787,3788,2023-01-08 00:12:00,SUV,FTG-107-KJH-321,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",82,TN23CD6789,0,2023-01-08,8,0
2804,2805,2023-01-08 02:23:00,Truck,FTG-248-JKL-176,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",57,KA36DE2345,0,2023-01-08,8,2
1512,1513,2023-01-08 03:30:00,Bus ,FTG-878-CDE-234,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",65,KA39YZ0120,0,2023-01-08,8,3
4092,4093,2023-01-08 06:10:00,Truck,FTG-082-XCV-412,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",79,MH56OP0123,0,2023-01-08,8,6
1880,1881,2023-01-08 06:25:00,Van,FTG-684-ABC-234,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",46,KA21KL1345,0,2023-01-08,8,6
2939,2940,2023-01-08 08:18:00,Sedan,FTG-440-POU-910,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",88,KA45ST6789,0,2023-01-08,8,8
998,999,2023-01-08 08:39:00,Van,FTG-234-ZAB-890,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",51,GA04UV1234,0,2023-01-08,8,8
3347,3348,2023-01-08 10:45:00,Bus ,FTG-700-QAZ-210,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",55,KA78MA8901,0,2023-01-08,8,10
1334,1335,2023-01-08 14:30:00,Van,FTG-258-TUV-567,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",50,KA92ST8901,0,2023-01-08,8,14
1829,1830,2023-01-08 15:30:00,Motorcycle,FTG-305-YZA-890,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",59,KA51PQ5678,0,2023-01-08,8,15
4931,4932,2023-01-08 16:27:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",89,AP89UV6789,0,2023-01-08,8,16
208,209,2023-01-08 18:25:00,Sedan,FTG-109-RST-539,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",48,KA14EF0423,0,2023-01-08,8,18
381,382,2023-01-08 18:25:00,Truck,FTG-360-QAZ-293,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",84,KA08GH3456,0,2023-01-08,8,18
119,120,2023-01-08 18:25:00,Bus ,FTG-120-TYU-118,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",78,KA05AB9012,0,2023-01-08,8,18
2,3,2023-01-08 18:25:00,Motorcycle,,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",53,KA88EF9012,0,2023-01-08,8,18
2869,2870,2023-01-08 20:28:00,Sedan,FTG-370-POI-290,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",95,KA96DE2345,0,2023-01-08,8,20
2091,2092,2023-01-08 22:15:00,Sedan,FTG-160-ZAB-123,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",84,GA21UV1234,0,2023-01-08,8,22
120,121,2023-01-09 02:05:00,Car,FTG-121-BVC-989,A-101,Express,Small,120,90,"13.059816123454882, 77.77068662374292",61,KA08CD3456,1,2023-01-09,9,2
209,210,2023-01-09 02:05:00,SUV,FTG-210-MNO-112,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",76,KA17GH4557,0,2023-01-09,9,2
382,383,2023-01-09 02:05:00,Van,FTG-330-ABC-675,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",69,KA11IJ6789,0,2023-01-09,9,2
3,4,2023-01-09 02:05:00,Truck,FTG-044-LMN-322,C-103,Regular,Large,350,120,"13.059816123454882, 77.77068662374292",92,KA11GH3456,1,2023-01-09,9,2
3186,3187,2023-01-09 02:53:00,Bus ,FTG-685-ZXC-765,C-103,Express,Large,290,100,"13.042660878688794, 77.47580097259879",59,KL67AB6789,1,2023-01-09,9,2
2068,2069,2023-01-09 04:05:00,Truck,FTG-801-IJK-234,C-103,Express,Large,330,90,"13.21331620748757, 77.55413526894684",47,MH13AB1234,1,2023-01-09,9,4
1513,1514,2023-01-09 05:45:00,Car,FTG-111-FGH-567,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",75,KA42AB3456,0,2023-01-09,9,5
3213,3214,2023-01-09 07:23:00,SUV,FTG-894-KJH-058,B-102,Regular,Large,130,100,"13.042660878688794, 77.47580097259879",56,GJ56GH0123,1,2023-01-09,9,7
3030,3031,2023-01-09 08:23:00,Sedan,FTG-611-QWE-967,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",79,KA90OP4567,0,2023-01-09,9,8
1008,1009,2023-01-09 08:42:00,Bus ,FTG-234-DEF-890,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",53,MH07OP9012,1,2023-01-09,9,8
2206,2207,2023-01-09 10:30:00,Car,FTG-166-HGT-422,A-101,Express,Small,90,0,"13.21331620748757, 77.55413526894684",66,MH59QR3456,1,2023-01-09,9,10
3121,3122,2023-01-09 10:58:00,Sedan,FTG-802-ABC-614,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",56,KL78KL6789,0,2023-01-09,9,10
1881,1882,2023-01-09 11:12:00,Sedan,FTG-917-DEF-567,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",58,KA45MN6189,0,2023-01-09,9,11
1830,1831,2023-01-09 17:45:00,Truck,FTG-538-BCD-123,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",54,KA51PQ5679,0,2023-01-09,9,17
1335,1336,2023-01-09 18:00:00,Sedan,FTG-491-WXY-890,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",76,KA95UV2345,0,2023-01-09,9,18
4395,4396,2023-01-10 02:13:00,Sedan,FTG-179-LMN-999,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",42,KA89UV7890,0,2023-01-10,10,2
3722,3723,2023-01-10 05:57:00,Van,FTG-054-KJH-104,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",67,KA56QR5678,0,2023-01-10,10,5
383,384,2023-01-10 06:35:00,Sedan,FTG-367-MKF-903,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",94,KA14KL0123,0,2023-01-10,10,6
121,122,2023-01-10 06:35:00,Motorcycle,,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",85,KA11EF6789,0,2023-01-10,10,6
4,5,2023-01-10 06:35:00,Van,FTG-505-DEF-652,B-102,Express,Medium,140,100,"13.059816123454882, 77.77068662374292",60,KA44IJ6789,1,2023-01-10,10,6
210,211,2023-01-10 06:35:00,Bus ,FTG-211-QQE-888,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",58,KA20IJ8801,0,2023-01-10,10,6
1514,1515,2023-01-10 08:15:00,Motorcycle,FTG-344-IJK-890,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",82,KA45CD7890,0,2023-01-10,10,8
1018,1019,2023-01-10 08:46:00,Truck,FTG-234-HIJ-890,C-103,Express,Large,340,90,"12.84197701525119, 77.67547528176169",62,AP11IJ7890,1,2023-01-10,10,8
2069,2070,2023-01-10 09:55:00,Van,FTG-034-LMN-567,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",84,AP14CD5678,0,2023-01-10,10,9
1882,1883,2023-01-10 17:05:00,SUV,FTG-150-GHI-890,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",53,KA32OP1123,0,2023-01-10,10,17
3256,3257,2023-01-10 18:38:00,Bus ,FTG-513-POI-371,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",30,KA45AM6789,0,2023-01-10,10,18
1831,1832,2023-01-10 20:15:00,Van,FTG-771-EFG-456,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",43,KA51PQ5680,0,2023-01-10,10,20
1336,1337,2023-01-10 22:15:00,SUV,FTG-724-ZAB-123,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",65,KA98WX6789,0,2023-01-10,10,22
645,646,2023-01-11 00:40:00,Car,FTG-826-PLM-434,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",60,AP04GH1122,0,2023-01-11,11,0
555,556,2023-01-11 00:40:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",46,KA11EF1123,0,2023-01-11,11,0
1337,1338,2023-01-11 02:30:00,Bus ,FTG-957-CDE-456,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",90,KA02YZ0123,0,2023-01-11,11,2
1028,1029,2023-01-11 08:49:00,SUV,FTG-234-LMN-890,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",69,GA14CD5678,0,2023-01-11,11,8
122,123,2023-01-11 10:00:00,Truck,FTG-123-NMK-333,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",49,KA14GH0123,0,2023-01-11,11,10
5,6,2023-01-11 10:00:00,Sedan,FTG-066-GHI-987,A-101,Regular,Medium,160,100,"13.059816123454882, 77.77068662374292",105,KA77KL0123,1,2023-01-11,11,10
384,385,2023-01-11 10:00:00,SUV,FTG-480-DEF-230,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",49,KA17MN4567,0,2023-01-11,11,10
211,212,2023-01-11 10:00:00,Car,FTG-212-ZXC-557,A-101,Regular,Small,120,0,"13.059816123454882, 77.77068662374292",87,KA23KL1345,1,2023-01-11,11,10
1515,1516,2023-01-11 10:30:00,Truck,FTG-577-LMN-123,C-103,Regular,Large,300,90,"12.936687032945434, 77.53113977439017",58,KA48EF1234,1,2023-01-11,11,10
4352,4353,2023-01-11 11:11:00,Van,FTG-136-STU-666,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",50,GA78ST6789,0,2023-01-11,11,11
2217,2218,2023-01-11 11:15:00,Sedan,FTG-177-LMK-108,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",93,AP63KL1234,0,2023-01-11,11,11
2070,2071,2023-01-11 16:40:00,Sedan,FTG-267-OPQ-890,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",65,GA14EF9012,0,2023-01-11,11,16
1832,1833,2023-01-11 22:30:00,Sedan,FTG-004-HIJ-789,A-101,Express,Medium,110,90,"12.936687032945434, 77.53113977439017",56,KA51PQ5681,1,2023-01-11,11,22
4653,4654,2023-01-12 00:26:00,Van,FTG-113-POI-321,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",91,KA90CD0123,0,2023-01-12,12,0
4781,4782,2023-01-12 01:32:00,SUV,FTG-241-ZXC-987,B-102,Regular,Large,145,90,"13.21331620748757, 77.55413526894684",78,TN78EF2345,1,2023-01-12,12,1
1338,1339,2023-01-12 06:45:00,Car,FTG-190-FGH-789,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",53,KA05AB2345,0,2023-01-12,12,6
4610,4611,2023-01-12 08:24:00,Truck,FTG-070-POI-092,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",71,KA67ST8901,0,2023-01-12,12,8
556,557,2023-01-12 08:30:00,Truck,FTG-637-NJI-192,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",58,KA14GH1567,0,2023-01-12,12,8
646,647,2023-01-12 08:30:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",40,AP05IJ3344,0,2023-01-12,12,8
1038,1039,2023-01-12 08:52:00,Motorcycle,FTG-234-PQR-890,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",52,MH17WX5678,0,2023-01-12,12,8
1516,1517,2023-01-12 12:45:00,Van,FTG-810-OPQ-456,B-102,Express,Medium,120,90,"12.936687032945434, 77.53113977439017",70,KA51GH5678,1,2023-01-12,12,12
6,7,2023-01-12 15:40:00,SUV,FTG-707-JKL-210,B-102,Express,Large,180,160,"13.059816123454882, 77.77068662374292",70,KA22MN4567,1,2023-01-12,12,15
212,213,2023-01-12 15:40:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",67,KA26MN6689,0,2023-01-12,12,15
123,124,2023-01-12 15:40:00,Van,FTG-124-CDE-792,B-102,Regular,Medium,140,90,"13.059816123454882, 77.77068662374292",74,KA17IJ4567,1,2023-01-12,12,15
385,386,2023-01-12 15:40:00,Bus ,FTG-386-PLM-933,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",76,KA20OP8901,0,2023-01-12,12,15
2071,2072,2023-01-12 22:30:00,SUV,FTG-500-RST-123,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",92,MH14GH3456,0,2023-01-12,12,22
1833,1834,2023-01-13 00:45:00,SUV,FTG-237-KLM-012,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",50,KA51PQ5682,0,2023-01-13,13,0
2072,2073,2023-01-13 05:15:00,Bus ,FTG-733-UVW-456,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",53,AP15IJ7890,0,2023-01-13,13,5
4739,4740,2023-01-13 09:30:00,SUV,FTG-199-WSX-545,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",85,TN56WX4567,0,2023-01-13,13,9
4974,4975,2023-01-13 10:30:00,Truck,FTG-434-RFV-098,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",69,AP12CD8901,0,2023-01-13,13,10
1339,1340,2023-01-13 11:15:00,Motorcycle,FTG-423-IJK-012,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",79,KA08CD6789,0,2023-01-13,13,11
2228,2229,2023-01-13 12:00:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",67,MH66GH3456,0,2023-01-13,13,12
557,558,2023-01-13 14:20:00,Van,FTG-638-LKJ-892,B-102,Regular,Medium,110,60,"13.042660878688794, 77.47580097259879",53,KA17IJ1901,1,2023-01-13,13,14
647,648,2023-01-13 14:20:00,Truck,FTG-828-WSX-874,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",62,AP06KL5566,0,2023-01-13,13,14
1517,1518,2023-01-13 15:15:00,Sedan,FTG-043-RST-789,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",78,KA54IJ9012,0,2023-01-13,13,15
4567,4568,2023-01-13 16:21:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",97,MH89IJ3456,0,2023-01-13,13,16
386,387,2023-01-13 20:15:00,Car,FTG-670-MNO-560,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",63,KA23QR1345,0,2023-01-13,13,20
7,8,2023-01-13 20:15:00,Bus ,FTG-088-UVW-543,C-103,Regular,Large,350,90,"13.059816123454882, 77.77068662374292",88,KA21OP8901,1,2023-01-13,13,20
213,214,2023-01-13 20:15:00,Truck,FTG-214-KJH-890,C-103,Regular,Large,350,120,"13.059816123454882, 77.77068662374292",94,KA29OP0223,1,2023-01-13,13,20
124,125,2023-01-13 20:15:00,Sedan,FTG-125-VBN-752,A-101,Express,Medium,160,120,"13.059816123454882, 77.77068662374292",69,KA20KL8901,1,2023-01-13,13,20
4524,4525,2023-01-14 00:19:00,Car,FTG-514-KJH-098,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",67,UP56CD8901,0,2023-01-14,14,0
8,9,2023-01-14 01:55:00,Car,FTG-909-RST-876,A-101,Express,Small,120,0,"13.059816123454882, 77.77068662374292",45,KA16QR2345,1,2023-01-14,14,1
214,215,2023-01-14 01:55:00,Van,FTG-215-DCV-751,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",71,KA32QR4467,0,2023-01-14,14,1
125,126,2023-01-14 01:55:00,SUV,FTG-126-PLM-410,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",92,KA23MN2345,0,2023-01-14,14,1
387,388,2023-01-14 01:55:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",88,KA26ST6789,0,2023-01-14,14,1
1834,1835,2023-01-14 03:15:00,Bus ,FTG-470-NOP-345,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",45,KA51PQ5683,0,2023-01-14,14,3
2073,2074,2023-01-14 11:05:00,Car,FTG-966-XYZ-789,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",79,GA15KL1234,0,2023-01-14,14,11
3875,3876,2023-01-14 14:08:00,Truck,FTG-543-QGE-321,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",96,TN01VW8901,1,2023-01-14,14,14
1340,1341,2023-01-14 15:30:00,Truck,FTG-656-LMN-345,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",73,KA11EF0123,0,2023-01-14,14,15
4158,4159,2023-01-14 15:51:00,SUV,FTG-148-GKL-876,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",74,DL23YZ4567,0,2023-01-14,14,15
1518,1519,2023-01-14 17:30:00,SUV,FTG-276-UVW-012,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",65,KA57KL2345,0,2023-01-14,14,17
558,559,2023-01-14 20:15:00,Sedan,FTG-430-PQR-710,A-101,Express,Medium,100,60,"13.042660878688794, 77.47580097259879",47,KA20KL2115,1,2023-01-14,14,20
648,649,2023-01-14 20:15:00,Van,FTG-829-QAZ-544,B-102,Express,Medium,110,0,"13.042660878688794, 77.47580097259879",38,AP07MN7788,1,2023-01-14,14,20
649,650,2023-01-15 03:05:00,Sedan,FTG-830-LPO-214,A-101,Regular,Medium,100,60,"13.042660878688794, 77.47580097259879",65,AP08OP9900,1,2023-01-15,15,3
559,560,2023-01-15 03:05:00,SUV,FTG-640-POU-211,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",51,KA23MN6119,0,2023-01-15,15,3
3301,3302,2023-01-15 03:20:00,Truck,FTG-558-VFR-876,C-103,Regular,Large,290,110,"13.042660878688794, 77.47580097259879",67,GJ90MN2345,1,2023-01-15,15,3
1835,1836,2023-01-15 05:30:00,Car,FTG-703-QRS-678,A-101,Regular,Small,70,60,"12.936687032945434, 77.53113977439017",55,KA51PQ5684,1,2023-01-15,15,5
4288,4289,2023-01-15 07:24:00,Truck,FTG-092-YZA-222,C-103,Express,Large,300,100,"12.936687032945434, 77.53113977439017",57,GA01UV6789,1,2023-01-15,15,7
9,10,2023-01-15 07:30:00,Motorcycle,,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",72,KA22ST6789,0,2023-01-15,15,7
215,216,2023-01-15 07:30:00,Sedan,FTG-216-NBH-443,A-101,Regular,Medium,160,60,"13.059816123454882, 77.77068662374292",89,KA35ST8801,1,2023-01-15,15,7
388,389,2023-01-15 07:30:00,Truck,FTG-389-QAZ-742,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",74,KA29UV0123,0,2023-01-15,15,7
126,127,2023-01-15 07:30:00,Bus ,FTG-127-HGT-00W,C-103,Express,Large,350,140,"13.059816123454882, 77.77068662374292",57,KA26OP6789,1,2023-01-15,15,7
2238,2239,2023-01-15 10:30:00,Sedan,FTG-198-VFR-876,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",61,AP70AB1234,0,2023-01-15,15,10
4223,4224,2023-01-15 12:08:00,Car,FTG-027-JKL-777,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",46,KA90QR0183,0,2023-01-15,15,12
3962,3963,2023-01-15 14:38:00,SUV,FTG-102-GKL-254,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",57,GA89XY0123,0,2023-01-15,15,14
4696,4697,2023-01-15 16:28:00,Sedan,FTG-156-LMK-431,A-101,Express,Medium,115,90,"13.21331620748757, 77.55413526894684",49,GA34EF6789,1,2023-01-15,15,16
2074,2075,2023-01-15 17:50:00,Motorcycle,FTG-199-BCA-012,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",61,MH15MN5678,0,2023-01-15,15,17
4438,4439,2023-01-15 18:15:00,SUV,FTG-428-WFX-876,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",63,AP23CD0123,0,2023-01-15,15,18
1341,1342,2023-01-15 19:00:00,Van,FTG-889-OPQ-678,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",97,KA14GH4567,1,2023-01-15,15,19
1519,1520,2023-01-15 19:45:00,Bus ,FTG-509-XYZ-345,C-103,Regular,Large,300,70,"12.936687032945434, 77.53113977439017",70,KA60MN6789,1,2023-01-15,15,19
2075,2076,2023-01-16 00:35:00,Truck,FTG-432-DEF-345,C-103,Regular,Large,330,115,"13.21331620748757, 77.55413526894684",89,AP16OP9012,1,2023-01-16,16,0
1836,1837,2023-01-16 07:45:00,Motorcycle,FTG-936-TUV-901,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",48,KA51PQ5685,0,2023-01-16,16,7
4867,4868,2023-01-16 09:37:00,Car,FTG-327-HGT-109,A-101,Regular,Small,90,60,"13.21331620748757, 77.55413526894684",86,MH45IJ0123,1,2023-01-16,16,9
650,651,2023-01-16 09:50:00,SUV,FTG-831-ZAS-982,B-102,Express,Large,130,100,"13.042660878688794, 77.47580097259879",42,AP09QR1122,1,2023-01-16,16,9
560,561,2023-01-16 09:50:00,Bus ,FTG-641-ZXC-991,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",44,KA26OP1123,0,2023-01-16,16,9
216,217,2023-01-16 12:10:00,SUV,FTG-237-LKI-106,B-102,Express,Large,180,140,"13.059816123454882, 77.77068662374292",52,KA38UV2245,1,2023-01-16,16,12
10,11,2023-01-16 12:10:00,Truck,FTG-021-QWE-765,C-103,Express,Large,350,120,"13.059816123454882, 77.77068662374292",58,KA12UV0123,1,2023-01-16,16,12
389,390,2023-01-16 12:10:00,Van,FTG-390-RFD-712,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",96,KA32WX3456,0,2023-01-16,16,12
127,128,2023-01-16 12:10:00,Car,FTG-128-WSX-855,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",83,KA29QR0123,0,2023-01-16,16,12
4824,4825,2023-01-16 17:34:00,Bus ,FTG-284-POU-099,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",63,MH12AB8901,0,2023-01-16,16,17
1520,1521,2023-01-16 22:15:00,Car,FTG-742-BCA-678,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",62,KA63OP0123,0,2023-01-16,16,22
1342,1343,2023-01-16 23:15:00,Sedan,FTG-122-RST-901,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",44,KA17IJ8901,0,2023-01-16,16,23
1343,1344,2023-01-17 03:30:00,SUV,FTG-355-UVW-234,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",81,KA20KL2344,0,2023-01-17,17,3
2076,2077,2023-01-17 06:25:00,Van,FTG-665-GHI-678,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",44,GA16QR3456,0,2023-01-17,17,6
2248,2249,2023-01-17 09:00:00,Car,FTG-208-UVW-871,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",46,GA73UV1234,0,2023-01-17,17,9
4481,4482,2023-01-17 09:17:00,Bus ,FTG-471-WSX-987,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",87,DL09UV1234,0,2023-01-17,17,9
1837,1838,2023-01-17 10:15:00,Truck,FTG-169-WXY-234,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",60,KA51PQ5686,0,2023-01-17,17,10
4996,4997,2023-01-17 13:43:00,Van,FTG-446-LMK-432,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",64,KA38UV3456,0,2023-01-17,17,13
561,562,2023-01-17 15:35:00,Car,FTG-642-VBN-691,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",59,KA29QR1567,0,2023-01-17,17,15
651,652,2023-01-17 15:35:00,Bus ,FTG-832-IXC-645,C-103,Regular,Large,290,90,"13.042660878688794, 77.47580097259879",55,AP10ST3344,1,2023-01-17,17,15
11,12,2023-01-17 17:45:00,Van,FTG-011-ZXC-431,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",81,KA35WX3454,1,2023-01-17,17,17
217,218,2023-01-17 17:45:00,Bus ,FTG-238-UYT-856,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",79,KA41WX6689,0,2023-01-17,17,17
390,391,2023-01-17 17:45:00,Sedan,FTG-391-YUI-784,A-101,Express,Medium,160,100,"13.059816123454882, 77.77068662374292",61,KA35YZ6789,1,2023-01-17,17,17
128,129,2023-01-17 17:45:00,Motorcycle,,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",68,KA32ST4567,0,2023-01-17,17,17
